bar_idx,episode_id,decision,direction,confidence,setup_type,realR,exitype,decisive_reason
8544,,REVIEW,LONG,56,bull_pullback,1.01,WIN_HELD,"Healthy bull-pullback shape: BUY-bubble dominance (ratio 3.0), demand touched at origin-of-leg, bullish reclaim, 2ATR target clear of supply. But legpos30 89.8 and consec_up 5 are extended. Modest setup, human review."
8589,,SKIP,NONE,85,late_top,-1.1,STOP_LOSS,"Textbook TOP_EXHAUSTION / F_STRICT: legpos90 98.8, rsi 75.9 blow-off, rise20 7.48ATR, 5.11ATR above SMA50, 8.21ATR SL, slamming into supply at 0.1ATR. The canonical SHOULD-NOT-LONG. Skip."
8622,,SKIP,NONE,55,unclear,-1.1,STOP_LOSS,"Bullish CHoCH and low legpos but demand far/untouched (3.28ATR), reclaim 2.37ATR away, and complete absence of absorption/NAS/div confluence. CHoCH alone is secondary confirmation, not a trigger. No convergence. Skip."
8635,,REVIEW,LONG,52,bottom_reversal,-0.19,SCRATCH,"Strong bullish reclaim (body 2.27) on a climax bar (range 3.56) with deep oversold rsi_1d 38.5 and clear path to target (no 2/3ATR supply). But demand is far/untouched, SELL bubbles overhead and wide SL. Aggressive reclaim with no demand backing — human review."
8659,,REVIEW,LONG,60,demand_reclaim,-1.1,STOP_LOSS,"V_REVERSAL_DEMAND with demand touched at origin-of-leg, bullish reclaim 0.72ATR away, tight 1.81ATR SL — winner-shaped. But rsi_bear_div present, high legpos and D1 supply 0.23ATR overhead temper it. Demand-backed but late-leg; human review."
8765,,SKIP,NONE,86,late_top,1.95,WIN_HELD,"TOP_EXHAUSTION / F_STRICT blow-off: rsi 81.3, rsi_1d 73.8, rise20 6.5ATR, 6.03ATR above SMA50, demand 5.4ATR away. Canonical SHOULD-NOT-LONG top. Skip."
8823,,SKIP,NONE,72,late_top,2.05,WIN_HELD,"Price pinned at top of leg (legpos90 98) with RSI_1D 77.5, demand 4.29ATR away and SL 4.39ATR wide — no low entry, no reclaim. Classic chase-the-top, not a bottom reversal."
8858,,SKIP,NONE,85,late_top,1.24,SCRATCH,"F_STRICT TOP_EXHAUSTION with RSI 80, blow-off rise20 6.78, demand 7.4ATR away and SL 7.5ATR wide. Textbook should-not-long top with NAS SHORT confirming. SHORT-bias context."
8878,,REVIEW,LONG,55,demand_reclaim,3.24,WIN_HELD,"Falling-knife dip with strong bullish reclaim body (+0.85) on 4x volume into colada demand (2.6ATR), origin-of-leg, defended SL ~2.7ATR. Reclaim signature is there but legpos still high — partial convergence warrants human review."
8893,,SKIP,NONE,60,late_top,2.83,WIN_HELD,"RSI_1D 84 extreme into legpos 92 with negative reclaim body and no real dip (drop20 0.57) — buying strength near top, not a reclaim from oversold. No convergence to enter low."
8905,,REVIEW,LONG,50,demand_reclaim,3.9,WIN_RUNNER,"Bullish reclaim (+0.76) into colada demand with sweet-spot dip, but stacked against RSI_1D 81 extreme + a bear divergence + legpos 94. Mixed: reclaim mechanics good, macro toppy. Human judgment."
8923,,SKIP,NONE,88,late_top,0.9,WIN_BE,"Parabolic blow-off: RSI_1D 88.2, rise20 7.59, legpos 97, F_STRICT TOP_EXHAUSTION. Strongest should-not-long signature in batch. Buying the absolute top."
8940,,SKIP,NONE,80,late_top,0.9,WIN_BE,legpos90 99.3 — literally the top of the leg after 5 consecutive up bars in a hot-ATR parabola. Fresh BOS is just trend-continuation confirmation at the worst price. No low entry.
8966,,REVIEW,LONG,48,bottom_reversal,-1.1,STOP_LOSS,"Sharp capitulation (rsi_drop 23, below VAL) flushing legpos from extreme to 74 into colada demand 2.5ATR — bottom-reversal forming. But knife still falling (reclaim -1.02) and supply 2.6ATR overhead caps target. Needs human read for the turn."
8978,,REVIEW,LONG,58,bottom_reversal,-1.1,STOP_LOSS,"Deep flush (drop20 3.89, RSI 40.9, well below VAL) into demand with extremely tight 0.42ATR SL = asymmetric bottom-reversal candidate. But bearish CHoCH just printed and knife still falling — direction unconfirmed. Strong human-review case given the tiny SL."
9007,,TAKE,LONG,66,bottom_reversal,1.4,SCRATCH,"Classic bottom: RSI 27 deeply oversold, legpos90 10.5 at the floor, capitulation drop20 4.22, then a bullish reclaim body (+0.7) off colada D1 demand 2.07ATR with SELL-bubble absorption at the low. This is the bottom-reversal signature the edge lives on."
9081,,REVIEW,LONG,52,demand_reclaim,-1.1,STOP_LOSS,"Demand reclaim (body +0.38) off colada demand 2.1ATR in a non-extreme context, but D1 supply only 1.88ATR overhead and NAS SHORT flag conflict. Partial convergence — human review."
9105,,SKIP,NONE,62,unclear,1.64,WIN_HELD,"Mid-leg drift below SMA50 with negative reclaim, no absorption (1 bubble), thin volume and supply capping. No bottom capitulation and no clean reclaim — no convergence either direction."
9199,,REVIEW,LONG,54,demand_reclaim,3.9,WIN_RUNNER,V_REVERSAL_DEMAND reclaim with bullish body +0.54 hugging demand (reclaim_dist 0.72ATR) and tight SL — good reclaim mechanics. But absorption weak and D1 supply 1.85ATR overhead caps. Human review.
9215,,TAKE,LONG,68,demand_reclaim,3.9,WIN_RUNNER,V_REVERSAL_DEMAND sitting right on demand (reclaim_dist 0.05ATR) after 6 consecutive down bars (falling-knife reset) with a very tight 1.08ATR SL — excellent asymmetric reclaim. Overhead supply is the one caveat but SL/entry quality is winner-grade.
9243,,SKIP,NONE,86,late_top,-1.1,STOP_LOSS,"F_STRICT TOP_EXHAUSTION at legpos 98 with RSI 74, blow-off rise20 5.0, bear divergence and NAS SHORT — demand 5.3ATR away, SL 5.4ATR wide. Textbook top chase."
9256,,SKIP,NONE,64,bull_pullback,-1.1,STOP_LOSS,"Uptrend but bought near top of leg (legpos 94.7) with RSI_1D 76.5 and zero pullback (drop20 0.0). A bull_pullback needs an actual recoil to demand — here price is extended, not reclaiming. No low entry."
9287,,REVIEW,LONG,46,bull_pullback,1.64,SCRATCH,"Mid-leg pullback with fresh BOS and price>SMA50, but reclaim is 2.3ATR off demand (not hugging), absorption absent, and D1 supply 0.66ATR directly overhead caps the 2ATR target. Weak convergence — human review only."
9297,,SKIP,NONE,70,late_top,1.97,WIN_HELD,"D1 supply 0.23ATR directly overhead with supply blocking 2ATR target, demand 4.9ATR away and SL 5ATR wide, negative reclaim body. Buying into a ceiling with no room — target blocked."
9304,,SKIP,NONE,60,unclear,2.45,WIN_HELD,"Negative reclaim body, 4H demand 3.8ATR away with wide SL, and D1 supply 0.67ATR overhead blocking 2ATR target. No reclaim mechanics, no capitulation, ceiling above. No convergence."
9314,,SKIP,NONE,67,late_top,3.16,WIN_HELD,"Price pressed right under supply (0.34ATR overhead, blocks_2ATR) after 3 up bars — zero room for a 2ATR target and demand 3.5ATR below with wide SL. Buying into an immediate ceiling."
9329,,SKIP,NONE,82,late_top,-1.1,STOP_LOSS,"Price at the very top of the 90-bar leg (legpos 98) with RSI ~70 and a fresh NAS SHORT signal — buying here is buying a top, the exact anti-pattern. No capitulation, no reclaim from below."
9345,,SKIP,NONE,80,late_top,3.9,WIN_RUNNER,Late-leg entry far above any demand (7ATR) with a LATE_WIDE stop — pure momentum chase with no reversal/reclaim structure. Fails the 'enter low' principle.
9368,,SKIP,NONE,90,late_top,0.9,WIN_BE,"Textbook TOP_EXHAUSTION with F_STRICT flagged: legpos 99, RSI 76, 5 consecutive up bars far above SMA50. Highest-confidence SKIP-long; if anything a SHORT-exhaustion candidate."
9390,,SKIP,NONE,92,late_top,-1.1,STOP_LOSS,"Parabolic blow-off: RSI_1D 85.6, 6 consecutive up bars, 7ATR above SMA50, F_STRICT True. Buying this is buying the absolute peak of an extension. Clear anti-pattern."
9432,,SKIP,NONE,70,bear_bounce,0.09,SCRATCH,"Bounce straight into proven 4h supply (0.95ATR overhead, blocks both 2 and 3 ATR, previously rejected) with demand 5ATR away — target is capped before it can reach 2R. No demand-backed structure."
9492,,SKIP,NONE,72,bull_pullback,0.25,SCRATCH,"Late in a 5-bar up run with demand 5ATR below and a LATE_WIDE 5.2ATR stop and zero confirming bubble flow. No reclaim-from-below, no convergence — a momentum entry with poor risk geometry."
9504,,REVIEW,LONG,48,bottom_reversal,0.16,SCRATCH,"Genuine falling-knife flush below VAL with prior bullish CHoCH and strong buy-bubble absorption — a reversal candidate — but demand is 5.4ATR away and the stop is LATE_WIDE, so the risk is not well-formed. Human judgment on entry refinement adds value."
9512,,REVIEW,LONG,50,demand_reclaim,0.9,WIN_BE,"Tight V_REVERSAL_DEMAND right at colada demand (1.45ATR, SL 1.55) below VAL — winner-like geometry — but supply sits only 0.58ATR overhead and blocks both 2 and 3 ATR with prior rejection, capping the target. Demand-backed but overhead-blocked: classic ambiguous case for human review."
9523,,SKIP,NONE,78,late_top,-1.1,STOP_LOSS,No 4h demand exists and price is at legpos 97 — there is nothing to lean against and the entry is at the top of the leg. Fails both demand-backing and anti-top tests.
9530,,SKIP,NONE,74,late_top,-1.1,STOP_LOSS,Demand is 9ATR away and reclaim distance is 8ATR — the entry floats with no structural support and a LATE_WIDE stop. Buy bubbles alone do not compensate for the absent demand backing.
9537,,REVIEW,LONG,52,bottom_reversal,-0.59,SCRATCH,"Sharp capitulation flush (RSI dropped 27pts to 32, climactic volume) with a fresh bullish CHoCH and mid legpos — a real bottom-reversal attempt. But 4h demand is 3.4ATR away (not colada) and supply caps 3ATR, so convergence is partial. Human review on whether the CHoCH reclaim holds."
9582,,SKIP,NONE,76,bear_bounce,-1.1,STOP_LOSS,"Despite low legpos, order flow is bearish (5 sell bubbles incl 2 large, zero buy) and price is pinned under proven 4h supply at 1ATR that blocks both 2 and 3 ATR. Selling pressure + capped target = no long edge."
9628,,REVIEW,LONG,55,bottom_reversal,0.5,SCRATCH,"Strongest demand-backed reversal in batch: colada origin-of-leg demand touched on retest, tight V_REVERSAL SL 2.05, fresh bullish CHoCH, deep oversold (RSI 28.8) and a recent NAS LONG — the E40/winner signature. But macro is firmly down, sell bubbles dominate, and supply at 0.97ATR caps target. Genuine winner/loser fork — escalate to human."
9646,,SKIP,NONE,68,bear_bounce,1.24,SCRATCH,Demand-backed but supply sits only 0.40ATR overhead and blocks both 2 and 3 ATR with prior rejection — the target is dead on arrival in a strong macro downtrend with no buy flow. Risk geometry impossible for 2R.
9727,,SKIP,NONE,78,late_top,-1.11,STOP_LOSS,"Uptrend is real but entry is at legpos 95 with RSI ~68 and no bubble absorption — a late continuation chase rather than a pullback-to-demand. BOS is only a secondary confirmation, not a reversal trigger."
9805,,SKIP,NONE,66,bear_bounce,-1.1,STOP_LOSS,"Bullish CHoCH is offset by dominant large-sell bubble flow, demand 4.3ATR away, and proven supply overhead capping 2-3ATR. Conflicting signals with bearish order flow and a wide stop — no clean convergence."
