episode_id,bar_idx,batch,decision,direction,confidence,setup_type,n_pos,n_neg,decisive_reason,closest_known,ment_supply_dist,ment_supply_flag,ment_capit,ment_top,ment_demand,ment_sl,ment_macro,ment_drift
,8403,11,REVIEW,LONG,50,demand_reclaim,4,5,"Fresh bullish CHoCH with bullish reclaim body and near D1 demand, but 3 LARGE SELL bubbles in 10 bars signal distribution pressure overhead and 4H demand is far",E17|E23,1,0,0,1,1,1,1,0
,8431,11,SKIP,NONE,70,late_top,3,7,"High leg with fresh BEARISH CHoCH, NAS SHORT, negative reclaim body and rolling RSI into D1 supply 0.89ATR. Structure is turning down, not a long. Demand far, w",E34|E24,1,0,0,0,1,1,1,0
,8460,11,SKIP,NONE,66,bear_bounce,4,6,5 LARGE SELL bubbles + supply capping target at 1.02ATR + 4H demand 5.96ATR away (untouched) = bounce in a distributive structure with no room to 2ATR target. D,E23|E39,1,1,0,1,1,1,1,0
,8479,11,REVIEW,LONG,58,demand_reclaim,7,4,"V_REVERSAL_DEMAND with glued D1 demand (0.1ATR), reclaim near demand (0.63ATR) and tight 1.73ATR SL — winner-shaped. But 5 LARGE SELL bubbles and supply capping",E40|E30|E23,1,1,0,0,1,1,1,0
,8497,11,SKIP,NONE,68,bull_pullback,3,6,"Extended top of leg (legpos30 95.7, consec_up 5) with 6 LARGE SELL bubbles and sell-dominant ratio 0.2 into supply capping target at 1.14ATR, wide 4.81ATR SL. D",E15|E23,1,1,0,1,1,1,1,0
,8544,11,REVIEW,LONG,56,bull_pullback,6,5,"Healthy bull-pullback shape: BUY-bubble dominance (ratio 3.0), demand touched at origin-of-leg, bullish reclaim, 2ATR target clear of supply. But legpos30 89.8 ",E27|E1,1,1,0,1,1,1,1,0
,8589,11,SKIP,NONE,85,late_top,2,7,"Textbook TOP_EXHAUSTION / F_STRICT: legpos90 98.8, rsi 75.9 blow-off, rise20 7.48ATR, 5.11ATR above SMA50, 8.21ATR SL, slamming into supply at 0.1ATR. The canon",E15|E34|E24,1,1,0,1,0,1,1,0
,8622,11,SKIP,NONE,55,unclear,5,5,"Bullish CHoCH and low legpos but demand far/untouched (3.28ATR), reclaim 2.37ATR away, and complete absence of absorption/NAS/div confluence. CHoCH alone is sec",E23|E39,1,0,0,0,1,0,1,0
,8635,11,REVIEW,LONG,52,bottom_reversal,6,5,Strong bullish reclaim (body 2.27) on a climax bar (range 3.56) with deep oversold rsi_1d 38.5 and clear path to target (no 2/3ATR supply). But demand is far/un,E1|E27,1,0,1,1,1,1,1,0
,8659,11,REVIEW,LONG,60,demand_reclaim,5,5,"V_REVERSAL_DEMAND with demand touched at origin-of-leg, bullish reclaim 0.72ATR away, tight 1.81ATR SL — winner-shaped. But rsi_bear_div present, high legpos an",E40|E30,1,1,0,1,1,1,1,0
,8765,11,SKIP,NONE,86,late_top,2,6,"TOP_EXHAUSTION / F_STRICT blow-off: rsi 81.3, rsi_1d 73.8, rise20 6.5ATR, 6.03ATR above SMA50, demand 5.4ATR away. Canonical SHOULD-NOT-LONG top. Skip.",E15|E24|E34,1,0,0,1,1,1,1,0
,8823,12,SKIP,NONE,72,late_top,3,7,"Price pinned at top of leg (legpos90 98) with RSI_1D 77.5, demand 4.29ATR away and SL 4.39ATR wide — no low entry, no reclaim. Classic chase-the-top, not a bott",E23|E24,1,0,0,1,1,1,1,0
,8858,12,SKIP,NONE,85,late_top,2,9,"F_STRICT TOP_EXHAUSTION with RSI 80, blow-off rise20 6.78, demand 7.4ATR away and SL 7.5ATR wide. Textbook should-not-long top with NAS SHORT confirming. SHORT-",E23|E34,0,0,0,1,1,1,1,0
,8878,12,REVIEW,LONG,55,demand_reclaim,9,3,"Falling-knife dip with strong bullish reclaim body (+0.85) on 4x volume into colada demand (2.6ATR), origin-of-leg, defended SL ~2.7ATR. Reclaim signature is th",E30|E27,1,0,1,0,1,1,1,0
,8893,12,SKIP,NONE,60,late_top,3,6,"RSI_1D 84 extreme into legpos 92 with negative reclaim body and no real dip (drop20 0.57) — buying strength near top, not a reclaim from oversold. No convergenc",E24|E23,0,0,1,1,1,1,1,0
,8905,12,REVIEW,LONG,50,demand_reclaim,6,4,"Bullish reclaim (+0.76) into colada demand with sweet-spot dip, but stacked against RSI_1D 81 extreme + a bear divergence + legpos 94. Mixed: reclaim mechanics ",E30|E24,1,0,1,1,1,1,1,0
,8923,12,SKIP,NONE,88,late_top,2,8,"Parabolic blow-off: RSI_1D 88.2, rise20 7.59, legpos 97, F_STRICT TOP_EXHAUSTION. Strongest should-not-long signature in batch. Buying the absolute top.",E23|E34,0,0,0,1,1,1,1,0
,8940,12,SKIP,NONE,80,late_top,3,6,legpos90 99.3 — literally the top of the leg after 5 consecutive up bars in a hot-ATR parabola. Fresh BOS is just trend-continuation confirmation at the worst p,E23|E15,0,0,0,1,1,1,1,0
,8966,12,REVIEW,LONG,48,bottom_reversal,7,4,"Sharp capitulation (rsi_drop 23, below VAL) flushing legpos from extreme to 74 into colada demand 2.5ATR — bottom-reversal forming. But knife still falling (rec",E40|E17,1,1,1,0,1,1,1,0
,8978,12,REVIEW,LONG,58,bottom_reversal,7,5,"Deep flush (drop20 3.89, RSI 40.9, well below VAL) into demand with extremely tight 0.42ATR SL = asymmetric bottom-reversal candidate. But bearish CHoCH just pr",E40|E17,1,0,1,0,1,1,1,0
,9007,12,TAKE,LONG,66,bottom_reversal,8,4,"Classic bottom: RSI 27 deeply oversold, legpos90 10.5 at the floor, capitulation drop20 4.22, then a bullish reclaim body (+0.7) off colada D1 demand 2.07ATR wi",E40|E1,1,0,1,0,1,1,1,0
,9081,12,REVIEW,LONG,52,demand_reclaim,7,4,"Demand reclaim (body +0.38) off colada demand 2.1ATR in a non-extreme context, but D1 supply only 1.88ATR overhead and NAS SHORT flag conflict. Partial converge",E27|E1,1,0,0,0,1,1,1,0
,9105,12,SKIP,NONE,62,unclear,4,8,"Mid-leg drift below SMA50 with negative reclaim, no absorption (1 bubble), thin volume and supply capping. No bottom capitulation and no clean reclaim — no conv",E39|E15,1,1,1,0,1,1,1,1
,9199,12,REVIEW,LONG,54,demand_reclaim,7,4,V_REVERSAL_DEMAND reclaim with bullish body +0.54 hugging demand (reclaim_dist 0.72ATR) and tight SL — good reclaim mechanics. But absorption weak and D1 supply,E27|E1,1,0,0,1,1,1,1,0
,9215,12,TAKE,LONG,68,demand_reclaim,9,3,V_REVERSAL_DEMAND sitting right on demand (reclaim_dist 0.05ATR) after 6 consecutive down bars (falling-knife reset) with a very tight 1.08ATR SL — excellent as,E1|E27,1,1,1,1,1,1,1,0
,9243,12,SKIP,NONE,86,late_top,2,9,"F_STRICT TOP_EXHAUSTION at legpos 98 with RSI 74, blow-off rise20 5.0, bear divergence and NAS SHORT — demand 5.3ATR away, SL 5.4ATR wide. Textbook top chase.",E23|E34,1,0,0,1,1,1,1,0
,9256,12,SKIP,NONE,64,bull_pullback,5,6,Uptrend but bought near top of leg (legpos 94.7) with RSI_1D 76.5 and zero pullback (drop20 0.0). A bull_pullback needs an actual recoil to demand — here price ,E24|E23,1,0,1,1,1,1,1,0
,9287,12,REVIEW,LONG,46,bull_pullback,7,6,"Mid-leg pullback with fresh BOS and price>SMA50, but reclaim is 2.3ATR off demand (not hugging), absorption absent, and D1 supply 0.66ATR directly overhead caps",E27|E15,1,1,0,0,1,1,1,0
,9297,12,SKIP,NONE,70,late_top,3,7,"D1 supply 0.23ATR directly overhead with supply blocking 2ATR target, demand 4.9ATR away and SL 5ATR wide, negative reclaim body. Buying into a ceiling with no ",E34|E15,1,1,0,0,1,1,1,0
,9304,12,SKIP,NONE,60,unclear,4,7,"Negative reclaim body, 4H demand 3.8ATR away with wide SL, and D1 supply 0.67ATR overhead blocking 2ATR target. No reclaim mechanics, no capitulation, ceiling a",E15|E39,1,1,1,0,1,1,1,0
,9314,12,SKIP,NONE,67,late_top,4,7,"Price pressed right under supply (0.34ATR overhead, blocks_2ATR) after 3 up bars — zero room for a 2ATR target and demand 3.5ATR below with wide SL. Buying into",E34|E24,1,1,0,0,1,1,1,0
,9329,13,SKIP,NONE,82,late_top,2,5,"Price at the very top of the 90-bar leg (legpos 98) with RSI ~70 and a fresh NAS SHORT signal — buying here is buying a top, the exact anti-pattern. No capitula",E23|E24,0,0,1,1,1,0,1,0
,9345,13,SKIP,NONE,80,late_top,2,5,Late-leg entry far above any demand (7ATR) with a LATE_WIDE stop — pure momentum chase with no reversal/reclaim structure. Fails the 'enter low' principle.,E15|E23,0,0,0,1,1,1,1,0
,9368,13,SKIP,NONE,90,late_top,1,5,"Textbook TOP_EXHAUSTION with F_STRICT flagged: legpos 99, RSI 76, 5 consecutive up bars far above SMA50. Highest-confidence SKIP-long; if anything a SHORT-exhau",E24|E23,0,0,0,1,1,0,1,0
,9390,13,SKIP,NONE,92,late_top,1,5,"Parabolic blow-off: RSI_1D 85.6, 6 consecutive up bars, 7ATR above SMA50, F_STRICT True. Buying this is buying the absolute peak of an extension. Clear anti-pat",E24|E23,0,0,0,1,0,1,1,0
,9432,13,SKIP,NONE,70,bear_bounce,3,5,"Bounce straight into proven 4h supply (0.95ATR overhead, blocks both 2 and 3 ATR, previously rejected) with demand 5ATR away — target is capped before it can re",E34|E15,1,1,0,0,1,0,1,0
,9492,13,SKIP,NONE,72,bull_pullback,2,5,"Late in a 5-bar up run with demand 5ATR below and a LATE_WIDE 5.2ATR stop and zero confirming bubble flow. No reclaim-from-below, no convergence — a momentum en",E15|E23,1,0,0,1,1,1,1,0
,9504,13,REVIEW,LONG,48,bottom_reversal,6,4,Genuine falling-knife flush below VAL with prior bullish CHoCH and strong buy-bubble absorption — a reversal candidate — but demand is 5.4ATR away and the stop ,E27|E30,0,0,1,1,1,1,1,0
,9512,13,REVIEW,LONG,50,demand_reclaim,5,3,"Tight V_REVERSAL_DEMAND right at colada demand (1.45ATR, SL 1.55) below VAL — winner-like geometry — but supply sits only 0.58ATR overhead and blocks both 2 and",E40|E34,1,1,0,0,1,1,1,0
,9523,13,SKIP,NONE,78,late_top,2,4,No 4h demand exists and price is at legpos 97 — there is nothing to lean against and the entry is at the top of the leg. Fails both demand-backing and anti-top ,E23|E15,1,0,0,1,1,1,1,0
,9530,13,SKIP,NONE,74,late_top,3,4,Demand is 9ATR away and reclaim distance is 8ATR — the entry floats with no structural support and a LATE_WIDE stop. Buy bubbles alone do not compensate for the,E15|E23,1,0,0,1,1,1,1,0
,9537,13,REVIEW,LONG,52,bottom_reversal,5,4,"Sharp capitulation flush (RSI dropped 27pts to 32, climactic volume) with a fresh bullish CHoCH and mid legpos — a real bottom-reversal attempt. But 4h demand i",E27|E30,1,1,1,1,1,0,1,0
,9582,13,SKIP,NONE,76,bear_bounce,3,4,"Despite low legpos, order flow is bearish (5 sell bubbles incl 2 large, zero buy) and price is pinned under proven 4h supply at 1ATR that blocks both 2 and 3 AT",E39|E34,1,1,1,0,1,0,1,0
,9628,13,REVIEW,LONG,55,bottom_reversal,6,4,"Strongest demand-backed reversal in batch: colada origin-of-leg demand touched on retest, tight V_REVERSAL SL 2.05, fresh bullish CHoCH, deep oversold (RSI 28.8",E40|E23,1,1,1,1,1,1,1,0
,9646,13,SKIP,NONE,68,bear_bounce,2,5,Demand-backed but supply sits only 0.40ATR overhead and blocks both 2 and 3 ATR with prior rejection — the target is dead on arrival in a strong macro downtrend,E34|E39,1,1,0,0,1,0,1,0
,9727,13,SKIP,NONE,78,late_top,3,5,Uptrend is real but entry is at legpos 95 with RSI ~68 and no bubble absorption — a late continuation chase rather than a pullback-to-demand. BOS is only a seco,E15|E23,1,0,0,1,1,0,1,0
,9805,13,SKIP,NONE,66,bear_bounce,3,5,"Bullish CHoCH is offset by dominant large-sell bubble flow, demand 4.3ATR away, and proven supply overhead capping 2-3ATR. Conflicting signals with bearish orde",E34|E39,1,1,0,1,1,1,1,0
