bar_idx,datetime,macro_state,family,confidence,policy,supply,demand,volume,mtf,regime,momentum,capit,fuel,risk,macro_phase_weak_evidence,va_policy,bear_v3,EVAL_exitype,EVAL_realR
5055,2023-04-11,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
5087,2023-04-18,RANGE_MACRO_BULL_RECLAIM,BULL,medium,REVIEW_RISK,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_TOO_SHORT,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
5103,2023-04-21,BULL_PULLBACK_CONTINUATION,BULL,medium,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_NEUTRAL,REJECTION_BELOW_VALUE,PARTIAL_BULL,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,WIN_HELD,2.34
5147,2023-05-02,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,REVIEW,ALLOW,SCRATCH,-0.8
5165,2023-05-05,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_NEUTRAL,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
5296,2023-06-06,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,PARTIAL_BULL,MACRO_NEUTRAL,WEAK_MOMENTUM,FALLING_KNIFE,medium_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
5321,2023-06-12,BULL_PULLBACK_CONTINUATION,BULL,medium,TAKE,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,IN_VALUE_BALANCE,MTF_CONFLICT,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_BULL_PULLBACK,REVIEW,ALLOW,STOP_LOSS,-1.1
5331,2023-06-14,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_NEUTRAL,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_BULL_PULLBACK,REVIEW,ALLOW,STOP_LOSS,-1.1
5350,2023-06-19,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,MTF_CONFLICT,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,REVIEW,ALLOW,STOP_LOSS,-1.1
5414,2023-07-04,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
5435,2023-07-07,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,SKIP_STRUCTURAL,ALLOW,WIN_HELD,1.61
5478,2023-07-18,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_PULLBACK,HUMAN_VISUAL_REQUIRED,ALLOW,STOP_LOSS,-1.1
5530,2023-07-31,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
5555,2023-08-04,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_REJECTING_RISK,DEMAND_NEUTRAL,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
5627,2023-08-22,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_REJECTING_RISK,DEMAND_ABSENT,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,WIN_HELD,1.96
5668,2023-08-31,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_ABSENT,REJECTION_BELOW_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_BULL_PULLBACK,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
5701,2023-09-07,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,CLIMAX_RECLAIM,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
5724,2023-09-13,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_FAR_NEUTRAL,DEMAND_NEUTRAL,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,FALLING_KNIFE,high_fuel,SL_TOO_SHORT,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,WIN_BE,0.9
5772,2023-09-25,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_NEUTRAL,REJECTION_BELOW_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,FALLING_KNIFE,low_fuel,SL_TOO_SHORT,MACRO_BULL_PULLBACK,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
5826,2023-10-06,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BEAR_MARKDOWN,SKIP_STRUCTURAL,ALLOW,WIN_RUNNER,3.9
5842,2023-10-11,RANGE_MACRO_BULL_RECLAIM,BULL,medium,TAKE,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BEAR_MARKDOWN,REVIEW,ALLOW,WIN_RUNNER,3.9
5866,2023-10-17,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,HUMAN_VISUAL_REQUIRED,ALLOW,WIN_HELD,2.7
5875,2023-10-18,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,HUMAN_VISUAL_REQUIRED,ALLOW,SCRATCH,0.93
5920,2023-10-30,BULL_PULLBACK_CONTINUATION,BULL,medium,TAKE,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,HUMAN_VISUAL_REQUIRED,ALLOW,STOP_LOSS,-1.1
5955,2023-11-07,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,IN_VALUE_BALANCE,PARTIAL_BULL,MACRO_BULL,STRONG_BULL_MOMENTUM,FALLING_KNIFE,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
5998,2023-11-16,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_HELD,2.0
6049,2023-11-29,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,HUMAN_VISUAL_REQUIRED,ALLOW,WIN_BE,0.9
6069,2023-12-04,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,EXPANSION_CLIMAX,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_TOO_SHORT,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
6119,2023-12-14,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,SCRATCH,0.31
6162,2023-12-26,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_ABSENT,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,HUMAN_VISUAL_REQUIRED,ALLOW,STOP_LOSS,-1.1
6193,2024-01-04,CAPITULATION_RECLAIM_VALID,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,IN_VALUE_BALANCE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,CLIMAX_RECLAIM,medium_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
6210,2024-01-08,RANGE_MACRO_BULL_RECLAIM,BULL,medium,REVIEW_RISK,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_TOO_SHORT,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
6295,2024-01-29,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_TRANSITION_RISK,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,SCRATCH,-0.32
6362,2024-02-13,RANGE_MACRO_BULL_RECLAIM,BULL,medium,TAKE,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_TRANSITION_RISK,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
6376,2024-02-15,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,CLIMAX_RECLAIM,medium_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,TAKE_CANDIDATE,ALLOW,WIN_HELD,1.89
6453,2024-03-05,RANGE_MACRO_BULL_RECLAIM,BULL,medium,REVIEW_RISK,SUPPLY_REJECTING_RISK,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_BULL_RUN,SKIP_STRUCTURAL,ALLOW,SCRATCH,0.13
6471,2024-03-08,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,SKIP_STRUCTURAL,ALLOW,SCRATCH,0.05
6489,2024-03-13,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,UNKNOWN,ALLOW,STOP_LOSS,-1.1
6523,2024-03-21,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_ABSENT,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_BULL_RUN,HUMAN_VISUAL_REQUIRED,ALLOW,SCRATCH,1.17
6597,2024-04-09,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
6610,2024-04-11,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
6711,2024-05-06,RANGE_MACRO_BULL_RECLAIM,BULL,medium,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,WIN_HELD,1.78
6729,2024-05-09,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,WIN_HELD,1.69
6741,2024-05-13,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,UNKNOWN,ALLOW,WIN_BE,0.9
6767,2024-05-17,RANGE_MACRO_BULL_RECLAIM,BULL,medium,TAKE,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
6791,2024-05-23,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,PARTIAL_BULL,MACRO_BULL,STRONG_BULL_MOMENTUM,FALLING_KNIFE,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,UNKNOWN,ALLOW,WIN_HELD,1.91
6819,2024-05-30,RANGE_MACRO_BULL_RECLAIM,BULL,medium,TAKE,SUPPLY_REJECTING_RISK,DEMAND_NEUTRAL,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
6832,2024-06-03,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,MTF_CONFLICT,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
6844,2024-06-05,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_NEUTRAL,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
6887,2024-06-14,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,IN_VALUE_BALANCE,PARTIAL_BULL,MACRO_NEUTRAL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
6908,2024-06-20,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_ABSENT,IN_VALUE_BALANCE,PARTIAL_BULL,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
6923,2024-06-24,BULL_PULLBACK_CONTINUATION,BULL,medium,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_NEUTRAL,IN_VALUE_BALANCE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,UNKNOWN,ALLOW,STOP_LOSS,-1.1
6954,2024-07-01,BULL_PULLBACK_CONTINUATION,BULL,medium,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_NEUTRAL,IN_VALUE_BALANCE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,WIN_RUNNER,3.9
6962,2024-07-03,RANGE_MACRO_BULL_RECLAIM,BULL,medium,TAKE,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_TRANSITION_RISK,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,REVIEW,ALLOW,WIN_HELD,3.16
6977,2024-07-05,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,HUMAN_VISUAL_REQUIRED,ALLOW,STOP_LOSS,-1.1
6992,2024-07-10,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_HELD,1.78
7022,2024-07-17,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_ABSENT,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_BULL_RUN,HUMAN_VISUAL_REQUIRED,ALLOW,STOP_LOSS,-1.1
7053,2024-07-24,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
7065,2024-07-26,CAPITULATION_RECLAIM_VALID,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,MTF_CONFLICT,MACRO_TRANSITION_RISK,WEAK_MOMENTUM,CLIMAX_RECLAIM,medium_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,WIN_BE,0.9
7094,2024-08-02,BULL_PULLBACK_CONTINUATION,BULL,medium,REVIEW_RISK,SUPPLY_REJECTING_RISK,DEMAND_ABSENT,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
7119,2024-08-08,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_HELD,1.91
7129,2024-08-12,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_NEUTRAL,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_BE,0.9
7149,2024-08-15,MACRO_BULL_RUN_CONTINUATION,BULL,high,REVIEW_RISK,SUPPLY_BLOCKS_TARGET,DEMAND_NEUTRAL,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_TOO_SHORT,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_RUNNER,3.9
7232,2024-09-04,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_FRAGILE,REJECTION_BELOW_VALUE,PARTIAL_BULL,MACRO_BULL,STRONG_BULL_MOMENTUM,FALLING_KNIFE,low_fuel,SL_TOO_SHORT,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_RUNNER,3.9
7253,2024-09-09,RANGE_MACRO_BULL_RECLAIM,BULL,medium,TAKE,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_HELD,3.61
7408,2024-10-15,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_FRAGILE,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_BULL_RUN,REVIEW,ALLOW,SCRATCH,1.58
7426,2024-10-18,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,HUMAN_VISUAL_REQUIRED,ALLOW,SCRATCH,0.37
