plot_id,set,specialist,state,confidence,supports,conflicts,reason_codes,feature_values,market_interpretation,provenance_ok
T4,B,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=2.72;rsi_1d=70.0;d_break=bull;w_break=bull;weekly_slope=0.6064504073529768,alinhamento bull multi-TF = bull-run maior,True
T4,B,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=4.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.043817864433865,regime macro bull,True
T4,B,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=2.72;rsi=53.02;rsi_1d=70.0;legpos90=72.8;rise20=1.41;bear_div=0.0,momentum bull forte,True
T4,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.75;rsi_min8=53.02;sweet_spot=True;bub_sell=0.0;reclaim_body=0.1,sem capitulação relevante,True
T4,B,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=0.22;blocks_target=0,sem teto = combustível alto,True
T4,B,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=1.24;sl_type=V_REVERSAL_DEMAND,SL aceitável,True
T9,B,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=RECLAIM_ACCEPTED_ABOVE_SUPPLY;dist_4h_supply=6.93;has_overhead=1,sem teto = markup/ATH bullish,True
T9,B,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=3.76;touched_retest=1,demanda defendida real,True
T9,B,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.3;dist_VAL=1.76;va_width=0.82;rel_volume=1.31,aceitação acima do valor = bullish,True
T9,B,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=-5.45;rsi_1d=44.0;d_break=bear;w_break=bear;weekly_slope=0.13537984025754116,alinhamento bear = bounce local provável,True
T9,B,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-2.0;cascade=-2.0;macro_broken=True;distribution=False;stall=True;sharp_drop=True;dist_alarm=False;dd13w=9.509399048770975,macro quebrado/distribuição = topo macro,True
T9,B,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-5.45;rsi=46.58;rsi_1d=44.0;legpos90=35.5;rise20=3.21;bear_div=0.0,momentum fraco = bounce/indeciso,True
T9,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=40.32;sweet_spot=False;bub_sell=0.0;reclaim_body=1.34,sem capitulação relevante,True
T9,B,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=6.93;dist_d1_supply=1.85;blocks_target=0,sem teto = combustível alto,True
T9,B,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.86;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
T11,B,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=RECLAIM_ACCEPTED_ABOVE_SUPPLY;dist_4h_supply=9.04;has_overhead=1,sem teto = markup/ATH bullish,True
T11,B,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.25;touched_retest=1,demanda defendida real,True
T11,B,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.58;dist_VAL=1.99;va_width=0.94;rel_volume=1.5,aceitação acima do valor = bullish,True
T11,B,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=-0.93;rsi_1d=43.2;d_break=bear;w_break=bear;weekly_slope=-0.21810057484990794,alinhamento bear = bounce local provável,True
T11,B,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-3.0;cascade=-3.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=6.107922746606424,macro quebrado/distribuição = topo macro,True
T11,B,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-0.93;rsi=43.22;rsi_1d=43.2;legpos90=42.2;rise20=1.68;bear_div=0.0,momentum fraco = bounce/indeciso,True
T11,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.79;rsi_min8=36.06;sweet_spot=False;bub_sell=3.0;reclaim_body=1.26,sem capitulação relevante,True
T11,B,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=9.04;dist_d1_supply=2.49;blocks_target=0,sem teto = combustível alto,True
T11,B,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.35;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
T12,B,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=5.21;has_overhead=1,sem teto = markup/ATH bullish,True
T12,B,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=1.78;touched_retest=1,demanda defendida real,True
T12,B,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.5;dist_VAL=0.77;va_width=0.43;rel_volume=0.79,aceitação acima do valor = bullish,True
T12,B,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=1.37;rsi_1d=51.5;d_break=bear;w_break=bull;weekly_slope=0.3616902615007083,alinhamento parcial bull,True
T12,B,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=TRANSITION;combined_score=1.0;cascade=1.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=5.696635134641565,macro quebrado/distribuição = topo macro,True
T12,B,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=1.37;rsi=54.41;rsi_1d=51.5;legpos90=92.0;rise20=2.56;bear_div=0.0,momentum fraco = bounce/indeciso,True
T12,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.12;rsi_min8=53.1;sweet_spot=False;bub_sell=0.0;reclaim_body=0.49,sem capitulação relevante,True
T12,B,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=5.21;dist_d1_supply=4.09;blocks_target=0,sem teto = combustível alto,True
T12,B,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=1.88;sl_type=V_REVERSAL_DEMAND,SL aceitável,True
T15,B,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=3.07;has_overhead=1,supply longe = espaço ok,True
T15,B,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.89;touched_retest=1,demanda defendida real,True
T15,B,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.25;dist_VAL=0.41;va_width=0.61;rel_volume=0.79,dentro do valor = balanço,True
T15,B,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=-3.64;rsi_1d=45.7;d_break=bear;w_break=bear;weekly_slope=-0.28972844202019227,alinhamento bear = bounce local provável,True
T15,B,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-1.0;cascade=-1.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=7.312020954100287,macro quebrado/distribuição = topo macro,True
T15,B,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-3.64;rsi=56.14;rsi_1d=45.7;legpos90=38.8;rise20=4.07;bear_div=0.0,momentum fraco = bounce/indeciso,True
T15,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=44.33;sweet_spot=False;bub_sell=0.0;reclaim_body=0.18,sem capitulação relevante,True
T15,B,fuel,high_fuel,medium,room,,far_supply,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=3.07;dist_d1_supply=0.26;blocks_target=0,supply longe = combustível alto,True
T15,B,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.99;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
T16,B,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=3.34;has_overhead=1,supply longe = espaço ok,True
T16,B,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=1.4;touched_retest=1,demanda defendida real,True
T16,B,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.16;dist_VAL=0.41;va_width=0.58;rel_volume=0.53,dentro do valor = balanço,True
T16,B,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=5.59;rsi_1d=72.7;d_break=bull;w_break=bull;weekly_slope=-0.005775650458188004,alinhamento bull multi-TF = bull-run maior,True
T16,B,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=0.04548519323179838,regime macro bull,True
T16,B,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=5.59;rsi=59.35;rsi_1d=72.7;legpos90=97.3;rise20=2.91;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
T16,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.05;rsi_min8=57.93;sweet_spot=False;bub_sell=0.0;reclaim_body=0.58,sem capitulação relevante,True
T16,B,fuel,high_fuel,medium,room,,far_supply,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=3.34;dist_d1_supply=1.06;blocks_target=0,supply longe = combustível alto,True
T16,B,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=1.5;sl_type=V_REVERSAL_DEMAND,SL aceitável,True
T17,B,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=RECLAIM_ACCEPTED_ABOVE_SUPPLY;dist_4h_supply=8.56;has_overhead=1,sem teto = markup/ATH bullish,True
T17,B,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=3.45;touched_retest=1,demanda defendida real,True
T17,B,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.05;dist_VAL=1.7;va_width=1.13;rel_volume=0.58,aceitação acima do valor = bullish,True
T17,B,mtf,MTF_CONFLICT,low,,mtf_conflict,conflito,trend_30_4h=-9.23;rsi_1d=40.3;d_break=none;w_break=bull;weekly_slope=0.05353041237491978,timeframes em conflito,True
T17,B,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=2.0;cascade=2.0;macro_broken=True;distribution=False;stall=True;sharp_drop=True;dist_alarm=False;dd13w=4.602336595474904,macro quebrado/distribuição = topo macro,True
T17,B,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-9.23;rsi=46.08;rsi_1d=40.3;legpos90=23.0;rise20=2.91;bear_div=0.0,momentum fraco = bounce/indeciso,True
T17,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.32;rsi_min8=23.29;sweet_spot=False;bub_sell=6.0;reclaim_body=1.07,sem capitulação relevante,True
T17,B,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=8.56;dist_d1_supply=2.09;blocks_target=0,sem teto = combustível alto,True
T17,B,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.55;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
T18,B,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=6.56;has_overhead=1,sem teto = markup/ATH bullish,True
T18,B,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=3.84;touched_retest=1,demanda defendida real,True
T18,B,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.92;dist_VAL=2.45;va_width=1.41;rel_volume=0.41,aceitação acima do valor = bullish,True
T18,B,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=1.69;rsi_1d=51.8;d_break=bull;w_break=bull;weekly_slope=0.09580731591219226,alinhamento bull multi-TF = bull-run maior,True
T18,B,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=TRANSITION;combined_score=1.0;cascade=1.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=3.8565012865659014,macro quebrado/distribuição = topo macro,True
T18,B,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=1.69;rsi=59.96;rsi_1d=51.8;legpos90=91.5;rise20=2.87;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
T18,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.5;rsi_min8=40.83;sweet_spot=False;bub_sell=0.0;reclaim_body=0.12,sem capitulação relevante,True
T18,B,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=6.56;dist_d1_supply=2.15;blocks_target=0,sem teto = combustível alto,True
T18,B,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.94;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
T20,B,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=2.53;has_overhead=1,supply longe = espaço ok,True
T20,B,demand,DEMAND_NEUTRAL,medium,demand_present,,PRESENT_NEUTRAL,demand_category=DEMAND_PRESENT_NEUTRAL;dist_4h_demand=1.04;touched_retest=1,demanda presente neutra,True
T20,B,volume,REJECTION_BELOW_VALUE,medium,,below_value,BELOW_VAL|maturity:VP-as-of-bar,below_VAL=True;dist_POC=-0.37;dist_VAL=-0.25;va_width=0.48;rel_volume=0.89,preço abaixo do VAL = rejeição/distribuição,True
T20,B,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=3.57;rsi_1d=61.2;d_break=bull;w_break=bear;weekly_slope=0.16495559961782771,alinhamento parcial bull,True
T20,B,regime,MACRO_TRANSITION_RISK,medium,,transition,STALL/ALARM,v3_state=TRANSITION;combined_score=0.0;cascade=0.0;macro_broken=False;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=1.9136003068579475,transição/alerta macro,True
T20,B,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=3.57;rsi=56.85;rsi_1d=61.2;legpos90=84.4;rise20=0.72;bear_div=0.0,momentum bull forte,True
T20,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.08;rsi_min8=51.48;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.46,sem capitulação relevante,True
T20,B,fuel,medium_fuel,medium,,,moderate,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=2.53;dist_d1_supply=0.87;blocks_target=0,combustível médio,True
T20,B,risk,SL_TOO_SHORT,high,,sl_short,sl<1.2ATR,sl_atr=1.14;sl_type=V_REVERSAL_DEMAND,SL curto demais = stop no ruído (ex T34),True
T23,B,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=4.37;has_overhead=1,sem teto = markup/ATH bullish,True
T23,B,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=4.17;touched_retest=1,demanda defendida real,True
T23,B,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.02;dist_VAL=1.49;va_width=0.92;rel_volume=1.36,aceitação acima do valor = bullish,True
T23,B,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=0.82;rsi_1d=52.6;d_break=bull;w_break=bull;weekly_slope=0.41462632942806754,alinhamento bull multi-TF = bull-run maior,True
T23,B,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=TRANSITION;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=6.465042597994702,regime macro bull,True
T23,B,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=0.82;rsi=56.62;rsi_1d=52.6;legpos90=33.3;rise20=3.24;bear_div=0.0,momentum fraco = bounce/indeciso,True
T23,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=40.83;sweet_spot=False;bub_sell=0.0;reclaim_body=1.24,sem capitulação relevante,True
T23,B,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=4.37;dist_d1_supply=2.24;blocks_target=0,sem teto = combustível alto,True
T23,B,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=4.27;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
T24,B,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=RECLAIM_ACCEPTED_ABOVE_SUPPLY;dist_4h_supply=4.82;has_overhead=1,sem teto = markup/ATH bullish,True
T24,B,demand,DEMAND_FRAGILE,medium,,demand_deep,TOO_DEEP,demand_category=DEMAND_TOO_DEEP;dist_4h_demand=4.98;touched_retest=0,demanda muito funda = entrada esticada,True
T24,B,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.64;dist_VAL=1.64;va_width=1.32;rel_volume=0.97,aceitação acima do valor = bullish,True
T24,B,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=-1.79;rsi_1d=48.3;d_break=bull;w_break=bull;weekly_slope=0.48287836162169046,alinhamento parcial bull,True
T24,B,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=TRANSITION;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=6.7050789173734096,regime macro bull,True
T24,B,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-1.79;rsi=55.46;rsi_1d=48.3;legpos90=47.5;rise20=3.41;bear_div=0.0,momentum fraco = bounce/indeciso,True
T24,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=42.05;sweet_spot=False;bub_sell=0.0;reclaim_body=0.68,sem capitulação relevante,True
T24,B,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=4.82;dist_d1_supply=3.06;blocks_target=0,sem teto = combustível alto,True
T24,B,risk,SL_TOO_WIDE,medium,,sl_wide,sl>5ATR,sl_atr=5.08;sl_type=NORMAL_DEMAND_BASE,SL largo = R ruim,True
T25,B,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=RECLAIM_ACCEPTED_ABOVE_SUPPLY;dist_4h_supply=5.81;has_overhead=1,sem teto = markup/ATH bullish,True
T25,B,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.76;touched_retest=1,demanda defendida real,True
T25,B,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.23;dist_VAL=1.61;va_width=0.76;rel_volume=1.16,aceitação acima do valor = bullish,True
T25,B,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=3.59;rsi_1d=49.4;d_break=bull;w_break=bull;weekly_slope=0.5451745154262317,alinhamento bull multi-TF = bull-run maior,True
T25,B,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=6.808917566601627,regime macro bull,True
T25,B,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=3.59;rsi=49.95;rsi_1d=49.4;legpos90=68.5;rise20=2.27;bear_div=0.0,momentum bull forte,True
T25,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.3;rsi_min8=41.47;sweet_spot=False;bub_sell=0.0;reclaim_body=1.3,sem capitulação relevante,True
T25,B,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=5.81;dist_d1_supply=3.6;blocks_target=0,sem teto = combustível alto,True
T25,B,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.86;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
T26,B,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=RECLAIM_ACCEPTED_ABOVE_SUPPLY;dist_4h_supply=6.51;has_overhead=1,sem teto = markup/ATH bullish,True
T26,B,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.71;touched_retest=1,demanda defendida real,True
T26,B,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.82;dist_VAL=1.06;va_width=0.37;rel_volume=1.55,aceitação acima do valor = bullish,True
T26,B,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=0.89;rsi_1d=50.5;d_break=bull;w_break=bull;weekly_slope=0.5451745154262317,alinhamento bull multi-TF = bull-run maior,True
T26,B,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=6.553426192454072,regime macro bull,True
T26,B,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=0.89;rsi=53.45;rsi_1d=50.5;legpos90=65.0;rise20=2.06;bear_div=0.0,momentum fraco = bounce/indeciso,True
T26,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.29;rsi_min8=46.25;sweet_spot=False;bub_sell=0.0;reclaim_body=0.82,sem capitulação relevante,True
T26,B,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=6.51;dist_d1_supply=0.07;blocks_target=0,sem teto = combustível alto,True
T26,B,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.81;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
T30,B,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=2.39;has_overhead=1,supply longe = espaço ok,True
T30,B,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=1.93;touched_retest=1,demanda defendida real,True
T30,B,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.26;dist_VAL=0.52;va_width=0.27;rel_volume=0.53,dentro do valor = balanço,True
T30,B,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=-1.73;rsi_1d=51.6;d_break=bull;w_break=bull;weekly_slope=0.4616119012118506,alinhamento parcial bull,True
T30,B,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=5.0184061101753805,regime macro bull,True
T30,B,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-1.73;rsi=39.87;rsi_1d=51.6;legpos90=64.3;rise20=1.12;bear_div=0.0,momentum fraco = bounce/indeciso,True
T30,B,capit,CLIMAX_RECLAIM,high,climax_reclaim,,drop+oversold+reclaim,drop20=2.8;rsi_min8=31.97;sweet_spot=False;bub_sell=3.0;reclaim_body=0.26,drop forte + oversold + reclaim = clímax/fundo,True
T30,B,fuel,medium_fuel,medium,,,moderate,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=2.39;dist_d1_supply=0.22;blocks_target=0,combustível médio,True
T30,B,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=2.03;sl_type=V_REVERSAL_DEMAND,SL aceitável,True
T40,B,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=5.27;has_overhead=1,sem teto = markup/ATH bullish,True
T40,B,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.12;touched_retest=1,demanda defendida real,True
T40,B,volume,REJECTION_BELOW_VALUE,medium,,below_value,BELOW_VAL|maturity:VP-as-of-bar,below_VAL=True;dist_POC=-0.62;dist_VAL=-0.33;va_width=1.19;rel_volume=0.78,preço abaixo do VAL = rejeição/distribuição,True
T40,B,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=5.55;rsi_1d=64.3;d_break=bull;w_break=bull;weekly_slope=1.37566222323685,alinhamento bull multi-TF = bull-run maior,True
T40,B,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=TRANSITION;combined_score=3.0;cascade=3.0;macro_broken=True;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=3.984817568893822,macro quebrado/distribuição = topo macro,True
T40,B,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=5.55;rsi=56.69;rsi_1d=64.3;legpos90=79.4;rise20=2.51;bear_div=0.0,momentum bull forte,True
