bar_idx,specialist,state,confidence,supports,conflicts,reason_codes,feature_values,market_interpretation,provenance_ok
4763,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.12;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
4899,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=RECLAIM_ACCEPTED_ABOVE_SUPPLY;dist_4h_supply=2.09;has_overhead=1,supply longe = espaço ok,True
4899,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.55;touched_retest=1,demanda defendida real,True
4899,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.56;dist_VAL=1.2;va_width=0.78;rel_volume=0.89,aceitação acima do valor = bullish,True
4899,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=3.7;rsi_1d=45.2;d_break=bear;w_break=bull;weekly_slope=0.6282900156816718,alinhamento parcial bull,True
4899,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=TRANSITION;combined_score=0.0;cascade=0.0;macro_broken=True;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=6.317390172835231,macro quebrado/distribuição = topo macro,True
4899,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=3.7;rsi=64.66;rsi_1d=45.2;legpos90=62.6;rise20=5.7;bear_div=0.0,momentum bull forte,True
4899,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=54.79;sweet_spot=False;bub_sell=0.0;reclaim_body=0.55,sem capitulação relevante,True
4899,fuel,medium_fuel,medium,,,moderate,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=2.09;dist_d1_supply=0.95;blocks_target=0,combustível médio,True
4899,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.65;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
4908,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=2.3;has_overhead=1,supply longe = espaço ok,True
4908,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.69;touched_retest=1,demanda defendida real,True
4908,volume,REJECTION_BELOW_VALUE,medium,,below_value,BELOW_VAL|maturity:VP-as-of-bar,below_VAL=True;dist_POC=-1.07;dist_VAL=-0.3;va_width=1.09;rel_volume=0.42,preço abaixo do VAL = rejeição/distribuição,True
4908,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=4.75;rsi_1d=52.2;d_break=bear;w_break=bull;weekly_slope=0.6282900156816718,alinhamento parcial bull,True
4908,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=TRANSITION;combined_score=1.0;cascade=1.0;macro_broken=True;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=5.592268085953254,macro quebrado/distribuição = topo macro,True
4908,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=4.75;rsi=57.97;rsi_1d=52.2;legpos90=63.6;rise20=2.42;bear_div=0.0,momentum bull forte,True
4908,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.31;rsi_min8=57.97;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.07,sem capitulação relevante,True
4908,fuel,medium_fuel,medium,,,moderate,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=2.3;dist_d1_supply=0.98;blocks_target=0,combustível médio,True
4908,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.79;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
4918,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=3.13;has_overhead=1,supply longe = espaço ok,True
4918,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.2;touched_retest=1,demanda defendida real,True
4918,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.86;dist_VAL=1.16;va_width=0.35;rel_volume=1.5,aceitação acima do valor = bullish,True
4918,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=-3.06;rsi_1d=35.9;d_break=bear;w_break=bull;weekly_slope=0.5360961749936248,alinhamento bear = bounce local provável,True
4918,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=TRANSITION;combined_score=-1.0;cascade=-1.0;macro_broken=True;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=7.408900478141731,macro quebrado/distribuição = topo macro,True
4918,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-3.06;rsi=31.2;rsi_1d=35.9;legpos90=29.3;rise20=1.32;bear_div=0.0,momentum fraco = bounce/indeciso,True
4918,capit,CLIMAX_RECLAIM,high,climax_reclaim,,drop+oversold+reclaim,drop20=4.81;rsi_min8=27.11;sweet_spot=True;bub_sell=6.0;reclaim_body=0.88,drop forte + oversold + reclaim = clímax/fundo,True
4918,fuel,high_fuel,medium,room,,far_supply,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=3.13;dist_d1_supply=2.27;blocks_target=0,supply longe = combustível alto,True
4918,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.3;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
4926,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=1.61;has_overhead=1,supply bloqueia alvo = R ruim,True
4926,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.54;touched_retest=1,demanda defendida real,True
4926,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=2.07;dist_VAL=2.54;va_width=2.28;rel_volume=0.81,aceitação acima do valor = bullish,True
4926,mtf,MTF_CONFLICT,low,,mtf_conflict,conflito,trend_30_4h=-0.65;rsi_1d=37.0;d_break=bear;w_break=bull;weekly_slope=0.5360961749936248,timeframes em conflito,True
4926,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=TRANSITION;combined_score=-1.0;cascade=-1.0;macro_broken=True;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=7.405838738154899,macro quebrado/distribuição = topo macro,True
4926,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-0.65;rsi=52.92;rsi_1d=37.0;legpos90=48.6;rise20=2.66;bear_div=0.0,momentum fraco = bounce/indeciso,True
4926,capit,FALLING_KNIFE,high,,knife,drop_no_reclaim,drop20=2.83;rsi_min8=33.98;sweet_spot=False;bub_sell=4.0;reclaim_body=-0.57,drop forte sem reclaim = faca caindo,True
4926,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.61;dist_d1_supply=1.78;blocks_target=1,supply colada/bloqueia = combustível baixo,True
4926,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.64;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
4964,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
4964,demand,DEMAND_ABSENT,high,,no_demand_base,ABSENT,demand_category=DEMAND_ABSENT_OR_IRRELEVANT;dist_4h_demand=5.47;touched_retest=1,sem base de demanda = floating,True
4964,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.62;dist_VAL=1.1;va_width=0.96;rel_volume=0.56,aceitação acima do valor = bullish,True
4964,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=7.48;rsi_1d=72.4;d_break=bull;w_break=bull;weekly_slope=0.5026690654348207,alinhamento bull multi-TF = bull-run maior,True
4964,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=0.11897589598975977,regime macro bull,True
4964,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=7.48;rsi=71.86;rsi_1d=72.4;legpos90=98.6;rise20=6.23;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
4964,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=65.52;sweet_spot=True;bub_sell=0.0;reclaim_body=1.26,sem capitulação relevante,True
4964,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=2.04;blocks_target=0,sem teto = combustível alto,True
4964,risk,SL_TOO_WIDE,medium,,sl_wide,sl>5ATR,sl_atr=7.05;sl_type=TOP_EXHAUSTION,SL largo = R ruim,True
4996,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=3.41;has_overhead=1,supply longe = espaço ok,True
4996,demand,DEMAND_NEUTRAL,medium,demand_present,,PRESENT_NEUTRAL,demand_category=DEMAND_PRESENT_NEUTRAL;dist_4h_demand=1.17;touched_retest=1,demanda presente neutra,True
4996,volume,REJECTION_BELOW_VALUE,medium,,below_value,BELOW_VAL|maturity:VP-as-of-bar,below_VAL=True;dist_POC=-1.64;dist_VAL=-0.53;va_width=1.75;rel_volume=4.16,preço abaixo do VAL = rejeição/distribuição,True
4996,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=-2.26;rsi_1d=64.6;d_break=bull;w_break=bull;weekly_slope=0.4769516866067463,alinhamento parcial bull,True
4996,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.1770696058464083,regime macro bull,True
4996,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=-2.26;rsi=41.93;rsi_1d=64.6;legpos90=69.8;rise20=0.74;bear_div=0.0,momentum bull forte,True
4996,capit,FALLING_KNIFE,high,,knife,drop_no_reclaim,drop20=3.96;rsi_min8=41.93;sweet_spot=True;bub_sell=2.0;reclaim_body=-0.54,drop forte sem reclaim = faca caindo,True
4996,fuel,high_fuel,medium,room,,far_supply,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=3.41;dist_d1_supply=0.91;blocks_target=0,supply longe = combustível alto,True
4996,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=1.27;sl_type=V_REVERSAL_DEMAND,SL aceitável,True
5016,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=1.34;has_overhead=1,supply bloqueia alvo = R ruim,True
5016,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.66;touched_retest=1,demanda defendida real,True
5016,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.17;dist_VAL=1.88;va_width=1.42;rel_volume=0.28,aceitação acima do valor = bullish,True
5016,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=-1.45;rsi_1d=59.4;d_break=bull;w_break=bull;weekly_slope=0.49596292209182125,alinhamento bull multi-TF = bull-run maior,True
5016,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.711692823769017,regime macro bull,True
5016,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=-1.45;rsi=59.36;rsi_1d=59.4;legpos90=83.7;rise20=3.32;bear_div=0.0,momentum bull forte,True
5016,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=45.37;sweet_spot=False;bub_sell=0.0;reclaim_body=0.03,sem capitulação relevante,True
5016,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.34;dist_d1_supply=0.13;blocks_target=1,supply colada/bloqueia = combustível baixo,True
5016,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.76;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
5042,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
5042,demand,DEMAND_ABSENT,high,,no_demand_base,ABSENT,demand_category=DEMAND_ABSENT_OR_IRRELEVANT;dist_4h_demand=None;touched_retest=0,sem base de demanda = floating,True
5042,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.12;dist_VAL=0.66;va_width=0.73;rel_volume=0.43,dentro do valor = balanço,True
5042,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=5.14;rsi_1d=65.5;d_break=bull;w_break=bull;weekly_slope=0.5164229723381075,alinhamento bull multi-TF = bull-run maior,True
5042,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=0.5423121592094635,regime macro bull,True
5042,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=5.14;rsi=70.53;rsi_1d=65.5;legpos90=86.6;rise20=6.23;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
5042,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.9;rsi_min8=70.53;sweet_spot=False;bub_sell=0.0;reclaim_body=0.3,sem capitulação relevante,True
5042,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=1.12;blocks_target=0,sem teto = combustível alto,True
5042,risk,SL_TOO_WIDE,medium,,sl_wide,sl>5ATR,sl_atr=6.73;sl_type=TOP_EXHAUSTION,SL largo = R ruim,True
5055,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=1.63;has_overhead=1,supply bloqueia alvo = R ruim,True
5055,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.15;touched_retest=1,demanda defendida real,True
5055,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.57;dist_VAL=0.9;va_width=1.18;rel_volume=0.93,aceitação acima do valor = bullish,True
5055,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=3.62;rsi_1d=59.1;d_break=bull;w_break=bull;weekly_slope=0.5136080647631108,alinhamento bull multi-TF = bull-run maior,True
5055,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=TRANSITION;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=2.121021239739371,regime macro bull,True
5055,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=3.62;rsi=50.92;rsi_1d=59.1;legpos90=71.8;rise20=1.55;bear_div=0.0,momentum bull forte,True
5055,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.88;rsi_min8=42.98;sweet_spot=False;bub_sell=0.0;reclaim_body=0.52,sem capitulação relevante,True
5055,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.63;dist_d1_supply=1.63;blocks_target=1,supply colada/bloqueia = combustível baixo,True
5055,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.25;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
5087,supply,SUPPLY_REJECTING_RISK,high,,supply_rejecting,SUPPLY_NEAR_AND_REJECTING,supply_category=SUPPLY_NEAR_AND_REJECTING;polarity_category=POLARITY_UNDER_SUPPLY_PRESSURE;dist_4h_supply=0.34;has_overhead=1,supply viva colada acima = risco,True
5087,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=0.96;touched_retest=1,demanda defendida real,True
5087,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.39;dist_VAL=0.64;va_width=0.7;rel_volume=1.5,aceitação acima do valor = bullish,True
5087,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=-0.12;rsi_1d=55.2;d_break=bull;w_break=bull;weekly_slope=0.5105819279065311,alinhamento bull multi-TF = bull-run maior,True
5087,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=2.612362841188633,regime macro bull,True
5087,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=-0.12;rsi=42.33;rsi_1d=55.2;legpos90=56.6;rise20=0.75;bear_div=0.0,momentum bull forte,True
5087,capit,NO_CAPITULATION,low,,,no_cap,drop20=3.47;rsi_min8=38.62;sweet_spot=False;bub_sell=0.0;reclaim_body=0.4,sem capitulação relevante,True
5087,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_NEAR_AND_REJECTING;dist_4h_supply=0.34;dist_d1_supply=1.65;blocks_target=1,supply colada/bloqueia = combustível baixo,True
5087,risk,SL_TOO_SHORT,high,,sl_short,sl<1.2ATR,sl_atr=1.06;sl_type=V_REVERSAL_DEMAND,SL curto demais = stop no ruído (ex T34),True
5103,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.43;has_overhead=1,supply bloqueia alvo = R ruim,True
5103,demand,DEMAND_NEUTRAL,medium,demand_present,,PRESENT_NEUTRAL,demand_category=DEMAND_PRESENT_NEUTRAL;dist_4h_demand=1.52;touched_retest=1,demanda presente neutra,True
5103,volume,REJECTION_BELOW_VALUE,medium,,below_value,BELOW_VAL|maturity:VP-as-of-bar,below_VAL=True;dist_POC=-1.36;dist_VAL=-0.51;va_width=1.25;rel_volume=1.42,preço abaixo do VAL = rejeição/distribuição,True
5103,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=-4.74;rsi_1d=55.8;d_break=bull;w_break=bull;weekly_slope=0.5105819279065311,alinhamento parcial bull,True
5103,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=2.05054863524541,regime macro bull,True
5103,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=-4.74;rsi=44.74;rsi_1d=55.8;legpos90=36.8;rise20=1.08;bear_div=0.0,momentum bull forte,True
5103,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.86;rsi_min8=44.74;sweet_spot=True;bub_sell=0.0;reclaim_body=-0.79,sem capitulação relevante,True
5103,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.43;dist_d1_supply=1.17;blocks_target=1,supply colada/bloqueia = combustível baixo,True
5103,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=1.62;sl_type=V_REVERSAL_DEMAND,SL aceitável,True
5147,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=RECLAIM_ACCEPTED_ABOVE_SUPPLY;dist_4h_supply=2.44;has_overhead=1,supply longe = espaço ok,True
5147,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=3.21;touched_retest=1,demanda defendida real,True
5147,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=2.54;dist_VAL=3.09;va_width=1.56;rel_volume=2.15,aceitação acima do valor = bullish,True
5147,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=1.22;rsi_1d=49.2;d_break=bull;w_break=bull;weekly_slope=0.4926951844568024,alinhamento bull multi-TF = bull-run maior,True
5147,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=3.249834042719342,regime macro bull,True
5147,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=1.22;rsi=49.48;rsi_1d=49.2;legpos90=54.1;rise20=2.77;bear_div=0.0,momentum fraco = bounce/indeciso,True
5147,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=44.88;sweet_spot=True;bub_sell=0.0;reclaim_body=2.3,sem capitulação relevante,True
5147,fuel,medium_fuel,medium,,,moderate,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=2.44;dist_d1_supply=0.36;blocks_target=0,combustível médio,True
5147,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.31;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
5165,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=2.03;has_overhead=1,supply longe = espaço ok,True
5165,demand,DEMAND_NEUTRAL,medium,demand_present,,PRESENT_NEUTRAL,demand_category=DEMAND_PRESENT_NEUTRAL;dist_4h_demand=2.24;touched_retest=0,demanda presente neutra,True
5165,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.68;dist_VAL=0.87;va_width=2.63;rel_volume=1.45,aceitação acima do valor = bullish,True
5165,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=1.5;rsi_1d=67.4;d_break=bull;w_break=bull;weekly_slope=0.4926951844568024,alinhamento bull multi-TF = bull-run maior,True
5165,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.5468852995376121,regime macro bull,True
5165,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=1.5;rsi=40.78;rsi_1d=67.4;legpos90=42.4;rise20=1.9;bear_div=0.0,momentum bull forte,True
5165,capit,NO_CAPITULATION,low,,,no_cap,drop20=2.21;rsi_min8=40.78;sweet_spot=True;bub_sell=0.0;reclaim_body=0.7,sem capitulação relevante,True
5165,fuel,medium_fuel,medium,,,moderate,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=2.03;dist_d1_supply=0.24;blocks_target=0,combustível médio,True
5165,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.34;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
5296,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=2.27;has_overhead=1,supply longe = espaço ok,True
5296,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.19;touched_retest=1,demanda defendida real,True
5296,volume,REJECTION_BELOW_VALUE,medium,,below_value,BELOW_VAL|maturity:VP-as-of-bar,below_VAL=True;dist_POC=-0.59;dist_VAL=-0.27;va_width=0.42;rel_volume=1.15,preço abaixo do VAL = rejeição/distribuição,True
5296,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=0.51;rsi_1d=46.2;d_break=bear;w_break=bull;weekly_slope=0.38474484829673583,alinhamento parcial bull,True
5296,regime,MACRO_NEUTRAL,low,,,neutral,v3_state=TRANSITION;combined_score=0.0;cascade=0.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=5.681375308535051,regime neutro/transição,True
5296,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=0.51;rsi=52.82;rsi_1d=46.2;legpos90=30.4;rise20=1.42;bear_div=0.0,momentum fraco = bounce/indeciso,True
5296,capit,FALLING_KNIFE,high,,knife,drop_no_reclaim,drop20=2.69;rsi_min8=37.72;sweet_spot=False;bub_sell=3.0;reclaim_body=-0.6,drop forte sem reclaim = faca caindo,True
5296,fuel,medium_fuel,medium,,,moderate,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=2.27;dist_d1_supply=0.08;blocks_target=0,combustível médio,True
5296,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.29;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
5321,supply,SUPPLY_REJECTING_RISK,high,,supply_rejecting,SUPPLY_NEAR_AND_REJECTING,supply_category=SUPPLY_NEAR_AND_REJECTING;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=0.84;has_overhead=1,supply viva colada acima = risco,True
5321,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_ORIGIN_OF_LEG,demand_category=DEMAND_ORIGIN_OF_LEG;dist_4h_demand=1.87;touched_retest=0,demanda defendida real,True
5321,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.3;dist_VAL=0.43;va_width=1.12;rel_volume=1.3,dentro do valor = balanço,True
